go.etcd.io/etcd/api/v3,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/go.etcd.io/etcd/api/v3/LICENSE,Apache-2.0
go.etcd.io/etcd/client/pkg/v3,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/go.etcd.io/etcd/client/pkg/v3/LICENSE,Apache-2.0
go.etcd.io/etcd/client/v2,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/go.etcd.io/etcd/client/v2/LICENSE,Apache-2.0
go.etcd.io/etcd/client/v3,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/go.etcd.io/etcd/client/v3/LICENSE,Apache-2.0
go.etcd.io/etcd/pkg/v3,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/go.etcd.io/etcd/pkg/v3/LICENSE,Apache-2.0
go.etcd.io/etcd/raft/v3,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/go.etcd.io/etcd/raft/v3/LICENSE,Apache-2.0
go.etcd.io/etcd/server/v3,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/go.etcd.io/etcd/server/v3/LICENSE,Apache-2.0
go.opentelemetry.io/contrib,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/go.opentelemetry.io/contrib/LICENSE,Apache-2.0
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc/LICENSE,Apache-2.0
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp/LICENSE,Apache-2.0
go.opentelemetry.io/otel,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/go.opentelemetry.io/otel/LICENSE,Apache-2.0
go.opentelemetry.io/otel/exporters/otlp,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/go.opentelemetry.io/otel/exporters/otlp/LICENSE,Apache-2.0
go.opentelemetry.io/otel/metric,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/go.opentelemetry.io/otel/metric/LICENSE,Apache-2.0
go.opentelemetry.io/otel/sdk,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/go.opentelemetry.io/otel/sdk/LICENSE,Apache-2.0
go.opentelemetry.io/otel/sdk/export/metric,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/go.opentelemetry.io/otel/sdk/export/metric/LICENSE,Apache-2.0
go.opentelemetry.io/otel/sdk/metric,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/go.opentelemetry.io/otel/sdk/metric/LICENSE,Apache-2.0
go.opentelemetry.io/otel/trace,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/go.opentelemetry.io/otel/trace/LICENSE,Apache-2.0
go.opentelemetry.io/proto/otlp,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/go.opentelemetry.io/proto/otlp/LICENSE,Apache-2.0
go.uber.org/atomic,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/go.uber.org/atomic/LICENSE.txt,MIT
go.uber.org/multierr,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/go.uber.org/multierr/LICENSE.txt,MIT
go.uber.org/zap,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/go.uber.org/zap/LICENSE.txt,MIT
golang.org/x/crypto,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/golang.org/x/crypto/LICENSE,BSD-3-Clause
golang.org/x/net,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/golang.org/x/net/LICENSE,BSD-3-Clause
golang.org/x/oauth2,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/golang.org/x/oauth2/LICENSE,BSD-3-Clause
golang.org/x/sync/singleflight,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/golang.org/x/sync/LICENSE,BSD-3-Clause
golang.org/x/sys,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/golang.org/x/sys/LICENSE,BSD-3-Clause
golang.org/x/term,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/golang.org/x/term/LICENSE,BSD-3-Clause
golang.org/x/text,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/golang.org/x/text/LICENSE,BSD-3-Clause
golang.org/x/time/rate,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/golang.org/x/time/LICENSE,BSD-3-Clause
google.golang.org/genproto,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/google.golang.org/genproto/LICENSE,Apache-2.0
google.golang.org/grpc,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/google.golang.org/grpc/LICENSE,Apache-2.0
google.golang.org/protobuf,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/google.golang.org/protobuf/LICENSE,BSD-3-Clause
gopkg.in/inf.v0,https://github.com/openshift/cluster-etcd-operator/blob/HEAD/vendor/gopkg.in/inf.v0/LICENSE,BSD-3-Clause
